alpha-a,alpha-b,alpha-c,beta-a,beta-b,beta-c,gamma-b-a,gamma-c-a,delta-b-a,delta-c-a,change-in-bea
0.06666666666666667,0.05000000000000001,0.0,0.0,0.1,0.16666666666666669,0.09285714285714285,0.08888888888888888,0.06666666666666667,0.09,0.06250000000000001
0.2333333333333333,0.0,0.06666666666666668,0.04444444444444443,0.05000000000000001,0.03333333333333334,0.11666666666666667,0.04285714285714285,0.019999999999999997,0.039999999999999994,0.059999999999999984
0.0,0.2666666666666667,0.21666666666666665,0.10000000000000002,0.04166666666666666,0.08888888888888888,0.07222222222222222,0.08333333333333336,0.0,0.0,0.0
0.0,0.0,0.32222222222222224,0.14999999999999997,0.08333333333333336,0.16666666666666666,0.0,0.0,0.05333333333333333,0.06,0.05
0.0,0.1,0.0,0.011111111111111108,0.022222222222222216,0.0,0.3277777777777778,0.08333333333333334,0.04666666666666666,0.16,0.05
0.45555555555555555,0.033333333333333326,0.0,0.0,0.033333333333333326,0.10833333333333331,0.022222222222222216,0.03571428571428571,0.0,0.05,0.06250000000000001
0.0,0.08333333333333334,0.16666666666666666,0.0,0.11666666666666667,0.02222222222222223,0.06666666666666668,0.1714285714285714,0.019999999999999997,0.059999999999999984,0.03750000000000002
0.32222222222222224,0.05000000000000001,0.30000000000000004,0.02222222222222223,0.008333333333333342,0.15833333333333333,0.02857142857142858,0.02222222222222223,0.05,0.0,0.039999999999999994
0.08333333333333334,0.06666666666666668,0.0,0.011111111111111108,0.2,0.0,0.1857142857142857,0.3500000000000001,0.38,0.12000000000000002,0.3666666666666667
0.19999999999999998,0.04999999999999999,0.75,0.022222222222222216,0.0,0.0,0.05,0.0,0.2133333333333333,0.04666666666666666,0.24000000000000005
0.2555555555555556,0.03333333333333334,0.033333333333333326,0.0,0.1333333333333333,0.05,0.10714285714285712,0.0142857142857143,0.26,0.0,0.0
0.06666666666666667,0.011111111111111108,0.0,0.0,0.0,0.05000000000000001,0.4444444444444445,0.055555555555555566,0.13,0.0,0.039999999999999994
0.2666666666666667,0.11666666666666665,0.14999999999999997,0.0,0.024999999999999988,0.0,0.13333333333333336,0.03333333333333335,0.38,0.03333333333333333,0.019999999999999997
0.0,0.05,0.11111111111111112,0.03333333333333334,0.05833333333333331,0.05000000000000001,0.0,0.0,0.009999999999999998,1.06,0.06000000000000001
0.0,0.13333333333333336,0.0,0.0,0.08888888888888892,0.18333333333333335,0.16666666666666669,0.17222222222222222,0.13999999999999999,0.019999999999999997,0.012500000000000011
0.0,0.0,0.06666666666666668,0.0,0.02222222222222223,0.0,1.2166666666666668,0.038888888888888896,0.07333333333333333,0.02666666666666668,0.20000000000000004
0.0,0.0888888888888889,0.0,0.08333333333333336,0.07777777777777779,0.3666666666666668,0.0,0.03333333333333335,0.0,0.06,0.3
0.04999999999999999,0.011111111111111108,0.033333333333333326,0.2833333333333334,0.08333333333333336,0.0,0.22222222222222224,0.05,0.039999999999999994,0.24,0.16666666666666669
0.06666666666666667,0.25,0.0,0.06666666666666668,0.13333333333333336,0.03333333333333335,0.9166666666666666,0.0,0.06,0.04666666666666666,0.1
0.30000000000000004,0.14444444444444443,0.05,0.0,0.02222222222222223,0.016666666666666663,0.8000000000000002,0.15,0.006666666666666672,0.06666666666666665,0.0
0.14999999999999997,0.5999999999999999,0.0,0.04999999999999999,0.0,0.10833333333333331,0.1277777777777778,0.09444444444444444,0.07,0.58,0.0
0.0,0.05,0.2,0.06666666666666667,0.09166666666666665,0.2833333333333334,0.05555555555555556,0.06666666666666668,0.0,0.06000000000000001,0.0
0.044444444444444446,0.11111111111111112,0.0,0.25,0.022222222222222216,0.0,0.0,0.11111111111111112,0.09,0.21999999999999997,0.0
0.4499999999999999,0.24999999999999994,0.016666666666666663,0.2166666666666667,0.0,0.011111111111111108,0.00714285714285715,0.2214285714285714,0.0,0.03333333333333333,0.3
0.19999999999999998,0.0,0.05000000000000001,0.055555555555555566,0.0,0.05000000000000001,0.4333333333333334,0.08571428571428572,0.19333333333333333,0.039999999999999994,0.18
0.1888888888888889,0.19999999999999998,0.17777777777777778,0.2,0.0,0.25,0.06428571428571428,0.0,0.0,0.12,0.037500000000000006
0.4,0.15555555555555556,0.033333333333333326,0.03333333333333335,0.05000000000000001,0.033333333333333326,0.7333333333333333,0.10555555555555556,0.0,0.05333333333333333,0.0
0.19999999999999998,0.16666666666666666,0.0,0.05,0.0,0.18333333333333335,0.08571428571428577,0.08333333333333334,0.08,0.48,0.0
0.1,0.0,0.15555555555555559,0.23333333333333334,0.05000000000000001,0.03333333333333335,0.0,0.13333333333333336,0.10666666666666666,0.020000000000000004,0.037500000000000006
0.15555555555555559,0.23333333333333334,0.0,0.016666666666666663,0.016666666666666663,0.016666666666666663,0.0,0.028571428571428564,0.21333333333333332,0.0,0.06250000000000001
0.15,0.04999999999999999,0.06666666666666667,0.06666666666666668,0.03333333333333335,0.016666666666666663,0.4166666666666667,0.0,0.12000000000000002,0.18666666666666668,0.037500000000000006
0.033333333333333326,0.0,0.08888888888888889,0.04444444444444444,0.03333333333333335,0.05000000000000001,0.20000000000000004,0.0,0.07333333333333333,0.39333333333333337,0.0
0.022222222222222216,0.0,0.0,0.5333333333333334,0.008333333333333323,0.016666666666666663,0.014285714285714282,0.15,0.0,0.0,0.012500000000000011
0.05555555555555556,0.0,0.0,0.04999999999999999,0.04166666666666666,0.25833333333333325,0.4833333333333333,0.021428571428571432,0.2,0.0,0.0
0.044444444444444446,0.0,0.05,0.12499999999999997,0.0,0.2166666666666667,0.01666666666666667,0.8833333333333334,0.36,0.12000000000000002,0.06
0.1888888888888889,0.24999999999999994,0.5499999999999999,0.055555555555555566,0.011111111111111108,0.033333333333333326,0.0,0.007142857142857134,0.0,0.05333333333333332,0.22000000000000003
0.08333333333333333,0.2888888888888889,0.0,0.0888888888888889,0.0,0.06666666666666668,0.061111111111111116,0.9166666666666666,0.05,0.04666666666666666,0.037500000000000006
0.4,0.19999999999999998,0.05,0.23333333333333334,0.05,0.011111111111111108,0.01111111111111112,0.6833333333333333,0.05333333333333332,0.4,0.08
0.16666666666666669,0.05000000000000001,0.016666666666666663,0.08333333333333333,0.0,0.0,0.1222222222222222,0.0,0.42000000000000004,0.13999999999999999,0.0
0.0,0.0,0.0,0.3166666666666667,0.09166666666666665,0.0,0.0,0.0,0.7,0.7,0.05
0.06666666666666667,0.15555555555555556,0.0,0.0,0.016666666666666663,0.011111111111111108,1.1166666666666667,0.03333333333333334,0.08666666666666667,0.009999999999999998,0.012500000000000011
0.0,0.11111111111111112,0.0,0.4000000000000001,0.05,0.1833333333333334,0.0,0.30000000000000004,0.08,0.0,0.037500000000000006
0.15,0.21666666666666662,0.0,0.016666666666666663,0.03333333333333335,0.0,0.4166666666666668,0.11428571428571428,0.05333333333333333,0.06000000000000001,0.125
0.0,0.08333333333333333,0.06666666666666668,0.13333333333333336,0.0,0.0,0.05000000000000001,0.0,0.27999999999999997,0.9,0.05
0.1888888888888889,0.03333333333333334,0.4999999999999999,0.16666666666666669,0.016666666666666663,0.0,0.0,0.0,0.0,0.26,0.2375
0.0,0.06666666666666668,0.06666666666666668,0.10000000000000002,0.0,0.024999999999999994,0.0,0.20714285714285713,0.04,0.42000000000000004,0.325
0.16666666666666666,0.0,0.0,0.022222222222222216,0.0,0.033333333333333326,0.41111111111111115,0.06666666666666668,0.0,0.0,0.07500000000000001
0.0,0.0,0.30000000000000004,0.016666666666666663,0.0666666666666667,0.016666666666666663,0.19285714285714284,0.0,0.010000000000000009,0.78,0.0
0.03333333333333334,0.0,0.0,0.0,0.033333333333333326,0.09166666666666667,0.0,0.25555555555555554,0.1,0.019999999999999997,0.03333333333333335
0.0,0.0,0.044444444444444446,0.03333333333333335,0.2166666666666667,0.21666666666666665,0.0,0.03571428571428571,0.13999999999999999,0.76,0.0
0.11111111111111112,0.0,0.4,0.11666666666666665,0.0,0.02222222222222223,0.11111111111111112,0.05,0.3466666666666666,0.05,0.0
