alpha-a,alpha-b,alpha-c,beta-a,beta-b,beta-c,gamma-b-a,gamma-c-a,delta-b-a,delta-c-a,change-in-bea
0.8,0.0,0.0,0.04444444444444446,0.25,0.2833333333333334,0.021428571428571415,0.22222222222222224,0.0,0.0,0.4
0.0,0.03333333333333335,0.05555555555555556,0.08333333333333336,0.04999999999999999,0.0,0.18888888888888888,0.0,0.0,0.9800000000000001,0.05000000000000001
0.0,0.03333333333333335,0.0,0.09999999999999998,0.049999999999999975,0.016666666666666663,0.18333333333333335,0.0,0.15333333333333332,0.13999999999999999,0.025000000000000005
0.02222222222222223,0.0,0.0,0.3333333333333333,0.18333333333333335,0.0,0.3500000000000001,0.08333333333333336,0.0,0.13333333333333333,0.0
0.11111111111111112,0.0,0.9,0.2833333333333334,0.0,0.04999999999999999,0.0,0.0,0.2,0.19,0.20000000000000004
0.05,0.45,0.0,0.016666666666666663,0.16666666666666669,0.14444444444444446,0.10714285714285714,0.05,0.24000000000000005,0.08,0.0
0.05000000000000001,0.4,0.05000000000000001,0.04166666666666667,0.0,0.1166666666666667,0.2214285714285714,0.5666666666666668,0.26,0.07000000000000002,0.04
0.16666666666666669,0.0,0.13333333333333336,0.0,0.022222222222222216,0.09166666666666665,0.05,0.00714285714285715,0.01333333333333333,0.02,0.05
0.0,0.35,0.9,0.4166666666666667,0.05833333333333331,0.0,0.02857142857142858,0.0,0.07999999999999999,0.07,0.019999999999999997
0.05000000000000001,0.0,0.011111111111111108,0.13333333333333336,0.03333333333333335,0.022222222222222216,0.03333333333333334,0.0,1.3599999999999999,0.07333333333333333,0.019999999999999997
0.08333333333333334,0.1,0.6,0.011111111111111108,0.008333333333333323,0.04444444444444444,0.0,0.0857142857142857,0.0,0.1,0.07500000000000001
0.0,0.30000000000000004,0.011111111111111108,0.09166666666666665,0.033333333333333326,0.08333333333333333,0.03333333333333334,0.061111111111111116,0.11999999999999997,0.029999999999999992,0.13999999999999999
0.0,0.0,0.0,0.23333333333333334,0.016666666666666663,0.21666666666666662,0.07222222222222222,0.0,0.020000000000000004,0.06999999999999998,0.06666666666666668
0.07777777777777778,1.2,0.0,0.25,0.0,0.0,0.2,0.1357142857142857,0.06,0.0,0.0
0.0,0.0,0.0,0.12499999999999996,0.07499999999999998,0.16666666666666669,0.0,0.02857142857142858,0.13,0.05,0.5666666666666667
0.016666666666666663,0.0,0.2000000000000001,0.06666666666666664,0.011111111111111108,0.03333333333333334,0.05,0.02222222222222223,0.05000000000000001,0.0,0.09999999999999998
0.35,0.30000000000000004,0.35,0.0,0.0,0.011111111111111108,0.05,0.10000000000000005,0.6,0.18,0.019999999999999997
0.05,0.0,0.08333333333333336,0.3500000000000001,0.05000000000000001,0.08333333333333334,0.06428571428571428,0.0,0.06000000000000001,0.13333333333333336,0.06666666666666668
0.14999999999999997,0.15555555555555559,0.11666666666666665,0.15000000000000005,0.08333333333333333,0.02222222222222223,0.00714285714285715,0.0,0.05,0.0,0.025000000000000012
0.0,1.1,0.0,0.06666666666666668,0.2416666666666666,0.0,0.05555555555555556,0.044444444444444446,0.0,0.4800000000000001,0.0
0.0,0.0,0.0,0.16666666666666666,0.09166666666666665,0.06666666666666665,0.16666666666666669,0.0,0.2733333333333333,0.05,0.0
0.0,0.0,0.0,0.6833333333333333,0.016666666666666663,0.06666666666666665,0.08333333333333333,0.0,0.19999999999999998,0.08,0.16666666666666669
0.07777777777777779,0.0,0.0,0.03333333333333334,0.2333333333333334,0.03333333333333334,0.03888888888888888,0.02857142857142858,0.42000000000000004,0.019999999999999997,0.039999999999999994
0.0,0.17777777777777778,0.05000000000000001,0.04999999999999999,0.4166666666666667,0.06666666666666668,0.011111111111111108,0.04999999999999999,0.0,0.039999999999999994,0.06
0.06666666666666668,0.06666666666666667,0.06666666666666667,0.1166666666666667,0.1833333333333333,0.05000000000000001,0.14285714285714285,0.0,0.05,0.12666666666666665,0.0
