alpha-a,alpha-b,alpha-c,beta-a,beta-b,beta-c,gamma-b-a,gamma-c-a,delta-b-a,delta-c-a,change-in-bea
0.19999999999999998,0.06666666666666668,0.0,0.1,0.05000000000000001,0.0,0.12857142857142856,0.038888888888888896,0.04,0.0,0.5333333333333334
0.6,0.04999999999999999,0.0,0.04444444444444444,0.08333333333333336,0.3,0.05,0.07857142857142856,0.07333333333333333,0.36,0.0
0.35,0.5999999999999999,0.19999999999999998,0.4,0.0,0.0,0.0,0.0,0.0,0.22000000000000003,0.019999999999999997
0.0,0.0,0.0,0.3083333333333333,0.08333333333333336,0.05000000000000001,0.0,0.021428571428571432,0.08,0.04,0.1
0.0,0.0,0.06666666666666667,0.14166666666666666,0.008333333333333323,0.05000000000000001,0.011111111111111108,0.2833333333333333,0.05333333333333332,0.13333333333333336,0.0
0.09999999999999999,0.05000000000000001,0.0,0.4666666666666668,0.033333333333333326,0.0,0.02142857142857142,0.13333333333333333,0.27999999999999997,0.26,0.0
0.15,0.0,0.0,0.11666666666666665,0.0,0.04166666666666666,0.0,0.2285714285714285,0.0,0.006666666666666672,0.13333333333333336
0.0,0.033333333333333326,0.45,0.12499999999999996,0.15000000000000005,0.0,0.0,0.021428571428571432,0.32,0.0,0.059999999999999984
0.016666666666666663,0.06666666666666668,0.0,0.0,0.2333333333333334,0.033333333333333326,0.4833333333333333,0.0,0.6,0.019999999999999997,0.13333333333333336
0.45,0.35,1.4999999999999998,0.15833333333333327,0.0,0.21666666666666673,0.11666666666666667,0.0,0.0,0.24000000000000005,0.0
0.1,1.4,0.4,0.06666666666666665,0.0,0.07777777777777777,0.07857142857142856,0.0,0.11000000000000001,0.05333333333333333,0.0
0.0,0.05555555555555556,0.0,0.13333333333333336,0.04444444444444444,0.05000000000000001,0.05,0.0,0.0,0.12,0.13333333333333333
0.12222222222222223,0.0,0.0,0.2416666666666666,0.20000000000000004,0.04166666666666667,0.20000000000000004,0.0,0.08666666666666666,0.0,0.0
0.016666666666666663,0.0,0.07777777777777777,0.07499999999999998,0.0,0.5000000000000001,0.2277777777777778,0.02222222222222223,0.01333333333333333,0.0,0.0
0.0,0.016666666666666663,0.011111111111111108,0.055555555555555546,0.11666666666666667,0.1,0.0,0.14444444444444446,0.05,0.36,0.1
